0	2	11	0	35	8	4	0	6	2	0	1	5	9	5	24	7387
4	85	3	2	1	8	0	1	24	1	23	2	1	6	4	7	4067
0	8	7	2	3	6	13	2	8	13	3	26	7	2	5	5	34778
9	0	10	40	2	18	9	10	6	5	4	6	13	6	5	1	2439
1	5	6	4	4	0	6	9	5	9	1	16	5	16	6	8	13321
11	2	16	20	23	12	3	0	17	23	8	4	6	1	2	2	6415
48	29	1	42	9	0	14	0	10	15	1	5	13	2	0	6	4113
5	69	14	14	6	10	14	5	1	14	1	14	13	2	2	0	11824
6	11	0	7	4	3	12	1	1	20	3	8	8	24	4	0	40508
65	7	2	19	6	32	4	0	9	0	0	0	4	21	6	6	23726
61	72	0	5	1	2	0	18	2	14	10	8	0	7	0	11	12829
39	2	2	6	13	2	9	2	13	4	21	3	1	2	6	15	6446
177	35	18	8	0	3	7	6	7	4	16	2	21	0	0	0	7166
20	9	9	3	2	4	16	21	6	17	0	12	0	3	1	13	16077
4	132	8	7	12	5	3	19	3	5	10	7	3	4	5	0	6454
34	47	0	8	13	0	20	8	2	6	12	8	3	5	12	0	2703
148	1	37	6	0	0	0	14	0	5	4	16	4	2	11	6	28606
3	0	0	15	4	11	17	15	12	0	16	1	5	1	11	6	2339
31	11	16	1	4	0	1	4	1	1	5	7	0	23	20	5	32047
15	39	1	14	1	0	16	12	4	12	2	8	18	1	7	2	2398
13	1	63	28	39	23	9	0	4	0	3	5	4	4	5	0	6405
15	3	8	20	6	0	12	2	8	35	5	0	1	8	9	2	3180
12	1	1	20	10	8	1	11	14	6	1	10	6	0	13	9	10045
98	0	2	9	7	6	7	1	20	11	0	27	3	4	1	2	20692
1	11	14	1	6	19	2	9	3	11	25	5	7	6	2	3	22853
106	1	18	0	12	5	0	2	1	48	3	0	2	0	0	13	28362
0	49	2	9	0	2	13	2	3	17	2	4	13	16	7	0	162303
0	2	10	2	9	13	4	14	1	1	12	21	6	8	2	6	169706
25	5	1	37	17	32	2	3	5	7	4	5	0	7	2	11	10961
0	0	13	9	10	6	7	4	9	5	4	7	1	9	16	9	106904
6	10	1	7	9	3	0	1	5	0	9	1	6	15	12	17	2756
32	26	0	16	8	3	4	2	16	3	3	0	3	5	6	23	4194
74	22	55	0	57	4	5	6	1	6	1	1	5	3	10	0	11146
1	28	6	1	24	11	25	0	1	12	4	2	2	10	3	11	4679
88	0	1	2	8	7	24	0	3	12	0	4	3	27	1	3	3349
10	11	15	5	11	6	13	9	12	22	6	2	1	7	0	9	3620
12	0	8	1	4	7	4	4	1	8	4	11	3	1	16	19	3806
0	3	2	20	8	2	7	1	0	1	4	4	3	30	10	7	5287
1	6	2	5	2	2	3	0	26	8	3	16	2	2	3	19	9027
0	0	1	15	0	5	9	4	2	20	3	6	6	6	17	6	23509
296	21	2	1	13	0	0	8	6	20	1	2	7	2	5	4	10357
74	1	20	1	2	0	11	16	6	1	0	6	6	6	13	11	5527
35	4	4	45	0	0	16	6	1	9	4	5	2	5	6	15	14037
4	6	10	14	44	0	1	1	10	4	10	9	11	6	0	7	9740
12	1	2	4	75	20	12	0	11	1	1	1	8	8	3	1	4140
26	23	11	10	7	27	19	7	2	12	8	8	0	2	1	8	28501
25	5	2	10	24	0	1	5	22	10	0	8	19	2	5	2	32426
14	4	2	7	5	2	0	22	45	6	0	0	13	0	7	1	1488
2	27	13	13	19	19	0	9	8	0	5	18	5	7	6	0	5799
1	1	10	4	28	3	8	7	11	5	6	1	4	2	18	8	15029
4	0	13	45	13	6	2	6	2	10	2	3	5	25	1	2	14199
1	14	0	0	0	15	12	1	8	9	4	9	17	8	10	1	8669
1	59	0	0	9	16	16	1	17	16	0	0	1	4	10	7	13083
0	9	2	9	3	8	23	3	5	2	5	4	4	7	18	8	52314
4	14	1	13	36	18	12	3	21	12	4	0	4	4	0	5	23924
4	12	22	17	1	5	3	9	9	11	1	6	9	4	17	2	2767
19	20	11	45	7	17	0	0	6	8	13	3	4	1	4	11	4852
19	109	9	6	27	6	6	4	2	23	7	3	0	6	2	1	8097
127	18	6	37	2	1	6	0	0	10	4	5	22	3	7	0	5974
30	3	0	4	9	6	4	51	0	7	17	7	1	4	3	0	25439
12	4	9	2	21	7	10	4	0	3	0	1	6	9	22	9	17178
5	12	16	0	1	6	4	30	20	5	3	4	6	3	1	12	3439
272	1	13	0	2	0	7	17	1	8	1	4	26	0	2	0	86143
5	7	0	0	2	13	0	0	7	1	14	5	0	20	2	20	9460
0	10	16	11	5	15	4	1	1	5	5	8	16	12	1	10	4977
18	24	2	14	45	4	3	2	0	2	8	7	15	4	9	2	8297
4	0	10	13	6	1	13	0	6	2	6	14	9	21	4	2	12554
0	60	55	10	3	1	4	16	0	5	6	6	4	11	0	8	6511
8	19	5	0	13	11	0	7	9	0	2	2	3	22	2	17	23631
1	5	198	30	10	6	3	1	0	3	0	1	3	2	5	0	27754
5	20	2	18	17	12	3	12	0	1	0	14	1	14	16	0	19113
124	40	30	2	14	1	4	23	2	13	4	0	0	2	10	4	4778
8	5	22	0	1	0	2	6	15	3	8	17	11	15	1	3	5934
6	3	3	14	40	10	12	1	0	27	5	6	5	3	5	1	23864
5	5	5	5	9	15	7	18	7	30	3	0	10	3	2	3	12973
10	3	17	0	3	0	3	0	14	0	14	0	5	3	26	9	27515
2	18	33	11	6	3	10	7	1	10	3	14	0	2	5	16	5429
10	0	1	6	1	36	6	8	8	3	22	4	4	0	8	6	3099
10	7	4	3	8	3	8	11	9	1	3	3	16	13	0	14	2918
1	87	33	23	1	11	9	1	8	10	9	2	1	0	0	13	11795
25	18	6	3	39	4	4	0	23	11	12	2	1	2	4	7	39944
159	9	0	6	21	4	4	13	3	12	5	3	2	0	6	13	169749
4	2	4	0	7	0	7	4	42	2	16	5	3	4	1	9	7263
53	0	7	25	4	14	9	6	19	18	8	5	0	2	4	3	1704
15	175	13	1	12	2	0	0	5	1	5	13	6	2	4	7	16014
6	1	38	6	15	1	16	10	11	5	8	9	3	8	3	4	2189
9	10	15	6	3	16	4	7	1	14	5	9	19	9	2	1	11768
134	115	0	53	4	2	1	4	1	9	2	5	6	5	0	3	10799
4	59	2	1	0	6	8	3	8	18	9	10	2	7	11	1	25670
11	11	22	11	1	3	18	0	1	0	20	7	13	6	10	1	24233
0	28	3	53	0	15	7	10	4	30	1	2	0	9	1	1	33680
1	6	4	2	16	3	14	10	27	5	0	5	0	0	22	2	24309
2	7	5	16	5	6	10	1	6	13	7	9	0	17	9	3	33737
15	25	5	0	12	8	0	7	0	17	3	1	23	6	10	2	11003
0	14	3	7	0	0	2	2	0	9	0	1	10	18	19	10	6656
49	18	12	8	15	2	0	0	21	0	1	1	9	16	9	6	5904
1	39	1	6	3	0	4	14	8	22	32	0	1	1	4	2	60164
23	0	35	28	18	5	3	3	15	10	10	4	0	3	8	4	45584
81	17	29	8	26	6	8	6	3	17	3	1	9	6	3	2	56154
7	17	19	0	2	2	1	0	1	7	25	3	8	2	9	15	12746
33	11	11	2	1	13	21	2	3	13	28	3	9	0	0	4	22339
8	0	0	31	18	0	7	1	14	1	10	4	7	17	6	2	13746
6	7	1	1	7	6	1	15	6	19	13	10	3	17	1	0	12423
62	3	8	11	9	13	5	6	22	0	0	3	10	8	2	11	85004
25	5	6	9	15	3	2	17	7	23	4	18	0	1	3	5	3905
0	4	0	29	19	8	2	1	2	8	0	3	1	3	30	6	10683
224	4	0	1	11	0	21	4	4	1	15	1	1	0	2	18	9666
56	45	19	15	0	4	7	4	8	11	0	18	0	1	12	4	16119
46	13	2	10	6	1	1	5	23	15	16	7	1	6	3	4	33663
0	0	0	22	2	2	13	11	11	3	4	5	5	14	15	1	121542
9	2	7	7	3	3	0	1	12	20	9	5	0	4	18	8	13738
1	6	1	6	17	13	7	12	6	2	19	1	1	7	2	15	26283
8	1	0	10	0	6	11	0	6	3	25	13	6	3	14	1	17367
1	1	0	31	29	7	6	0	1	6	31	6	5	3	1	4	23737
48	7	15	12	9	1	1	12	9	5	9	1	1	5	26	0	34582
2	5	0	2	10	14	14	18	1	23	4	4	3	13	4	1	26743
29	15	7	3	10	8	13	4	21	1	0	0	14	10	2	10	12682
9	14	15	13	0	7	15	0	13	4	15	1	4	12	3	9	6852
2	1	13	0	30	2	0	0	3	0	22	0	1	4	31	1	62169
2	2	2	8	9	3	0	5	6	7	7	26	8	1	10	6	10964
3	5	6	0	13	2	7	3	6	29	0	1	33	3	0	1	3879
28	50	39	0	3	5	3	2	4	9	9	5	4	7	10	7	3299
11	19	3	48	6	1	18	2	9	4	13	6	1	1	7	8	2489
3	0	8	2	7	7	1	15	17	8	6	26	0	9	0	3	8265
11	2	40	32	1	7	11	18	6	7	6	1	1	0	10	8	2569
78	11	11	32	19	0	9	0	2	5	5	12	3	2	1	16	44109
4	4	0	33	3	7	1	0	1	6	12	5	1	17	16	4	7428
3	7	0	0	2	14	6	8	12	21	5	17	5	5	1	5	6065
31	51	3	5	26	0	0	0	0	5	2	10	4	14	12	7	24135
146	11	5	0	8	9	6	1	0	10	5	14	8	8	2	8	4680
39	11	0	4	22	12	0	2	11	0	6	25	1	8	1	9	35072
18	2	0	7	10	50	5	0	16	1	17	6	5	0	1	6	18966
3	10	14	17	2	13	0	3	0	8	14	9	6	1	7	15	18609
110	10	5	5	6	3	3	3	3	1	4	0	21	13	10	5	36694
140	1	30	2	21	3	5	19	14	7	2	4	0	4	8	2	9583
182	0	9	11	5	0	10	9	0	0	3	9	11	1	14	6	16975
2	2	12	0	9	7	10	6	2	22	11	3	0	12	10	4	18686
0	22	8	18	5	0	2	18	7	0	1	14	10	2	19	1	147222
30	10	7	3	1	0	6	6	13	31	4	24	0	3	3	0	4013
10	8	1	12	12	14	3	29	1	5	0	0	3	15	14	2	3385
5	0	7	15	1	9	23	1	4	10	0	9	4	9	0	18	11220
10	16	36	6	1	10	8	20	9	17	4	2	4	3	4	6	4484
9	30	4	16	2	23	1	0	0	3	14	5	6	5	4	17	3112
37	15	6	7	0	1	24	15	23	4	1	0	12	2	1	10	5201
15	4	1	6	5	17	26	4	9	12	1	6	0	17	1	6	4461
41	10	31	3	3	13	2	9	0	24	4	2	4	1	15	5	45790
10	11	6	40	32	1	0	31	16	3	7	3	3	1	4	0	2242
1	0	16	0	5	1	24	18	6	0	1	18	4	9	3	8	42976
7	10	8	40	3	2	0	15	0	1	7	3	12	12	5	9	20086
267	4	0	0	0	26	0	8	8	8	1	7	2	15	2	1	17238
23	14	29	46	4	3	2	0	19	0	1	10	4	0	8	11	21151
12	1	12	2	6	0	11	2	6	18	2	23	5	1	8	7	28547
4	1	7	20	8	0	4	2	4	27	6	0	2	0	13	15	4392
0	10	16	38	2	10	8	11	17	9	5	0	4	6	4	6	20949
173	6	0	9	2	6	36	1	3	12	17	1	5	4	2	0	166928
1	2	20	12	0	25	12	21	1	12	4	10	6	2	2	5	7902
8	1	32	1	3	2	5	0	12	7	7	19	2	2	21	0	11086
35	0	1	9	3	7	24	0	5	18	7	14	7	6	0	5	49668
30	5	13	3	8	4	5	8	6	8	2	0	12	13	12	6	6163
15	2	4	1	1	15	0	1	0	27	10	7	29	0	3	0	29103
8	3	2	1	3	7	3	3	4	9	2	16	4	1	4	27	34672
5	3	1	29	9	1	2	14	17	5	27	0	10	3	3	0	8617
30	8	7	0	1	6	6	0	4	7	0	11	4	3	2	32	53320
31	2	4	30	1	9	5	19	0	1	11	9	19	1	1	6	9982
37	6	1	3	4	39	4	3	2	6	10	10	12	1	0	11	24832
4	11	4	0	44	3	3	11	14	8	19	2	3	6	3	2	6414
13	6	8	31	3	8	2	12	6	18	10	10	2	2	0	10	26489
0	3	0	10	9	3	20	19	0	1	25	1	2	0	4	15	9821
2	1	77	2	4	2	12	7	3	6	1	13	1	10	6	7	15824
1	5	2	12	2	7	14	16	16	5	4	2	0	16	13	0	2260
0	3	4	0	3	14	10	14	0	3	2	20	19	3	0	9	5187
4	2	19	5	11	7	11	4	6	22	12	4	0	7	11	1	15809
2	11	11	8	49	18	0	10	8	4	1	9	15	1	2	2	12966
0	3	1	6	4	1	26	37	8	16	2	9	5	0	4	0	9709
4	11	16	1	5	7	7	12	16	10	1	10	3	5	6	10	5480
7	4	6	0	1	1	8	5	0	23	4	3	4	15	8	12	8653
1	17	2	68	7	14	0	15	1	3	2	1	2	10	7	8	11999
11	82	2	1	7	9	8	7	3	18	2	7	7	0	6	9	3831
9	0	26	12	8	11	8	11	9	0	5	10	8	0	9	9	309543
1	4	0	9	12	0	3	1	4	2	4	37	4	7	12	1	34625
8	6	11	8	6	4	4	5	0	11	13	27	4	7	6	0	10032
33	31	22	7	1	1	13	4	5	2	16	3	22	2	2	5	7389
13	22	10	0	2	33	11	9	7	2	5	15	12	1	4	2	45827
4	55	9	7	8	7	34	1	4	6	1	10	1	7	3	9	52169
18	15	51	0	1	21	0	0	8	18	0	1	4	4	0	20	21766
18	53	13	12	2	23	12	1	4	1	13	3	10	1	4	9	3674
6	42	0	10	33	5	1	2	1	8	19	0	4	19	4	0	19196
248	0	4	1	20	6	1	5	18	2	0	6	4	8	1	9	6474
41	0	7	4	6	20	14	5	0	2	5	18	6	3	9	7	14880
101	21	3	62	10	3	4	0	0	4	4	3	9	2	9	8	12502
0	1	5	49	3	8	11	1	42	14	0	1	2	0	5	2	8432
0	24	1	10	1	3	13	1	16	0	19	21	2	2	8	2	170964
14	7	53	8	0	15	17	1	3	11	23	0	2	9	2	1	22320
31	0	2	3	7	6	17	0	0	46	4	5	9	1	6	0	12947
13	16	15	5	6	1	7	12	7	3	10	3	5	5	9	14	5399
5	2	1	1	6	27	17	6	0	11	10	4	9	2	4	11	11433
15	3	11	27	6	1	10	24	2	0	0	5	14	16	0	5	8601
11	3	1	11	4	8	19	15	5	0	2	3	10	18	6	4	13481
13	1	3	2	0	14	5	0	17	15	13	3	0	4	1	20	12320
40	59	7	5	11	10	7	1	0	9	11	6	4	5	8	8	39529
62	0	1	2	0	1	1	3	6	16	9	16	2	1	15	9	11338
5	4	17	1	14	5	8	4	12	2	4	20	0	9	10	5	39744
0	0	0	3	1	12	5	13	9	2	13	4	0	3	18	12	55088
3	25	30	15	27	0	3	9	3	7	0	0	13	20	1	2	7086
0	15	0	0	0	14	18	10	4	12	3	4	14	8	3	8	61125
2	22	16	16	0	16	9	18	7	9	11	7	11	1	0	3	9875
101	8	2	0	7	0	3	2	10	1	5	3	0	1	16	24	5430
113	2	1	3	3	14	4	4	4	9	17	0	0	1	10	16	7010
28	4	35	3	19	18	9	21	2	1	0	16	5	3	2	5	5513
7	2	4	2	0	11	1	2	3	19	8	1	26	0	7	9	16163
0	0	2	0	5	1	16	3	16	1	5	4	5	14	3	18	23743
3	3	2	6	8	15	0	1	6	8	9	32	12	2	2	1	3589
5	7	14	25	8	0	9	1	7	17	16	0	10	0	11	3	40691
12	19	20	5	0	0	6	7	9	0	19	14	2	6	12	3	6078
5	0	0	6	3	16	8	10	3	23	3	3	14	4	8	4	35910
0	37	26	1	12	0	5	6	0	22	15	1	11	0	7	5	5733
54	3	10	6	51	3	15	13	2	4	2	8	3	13	1	1	7140
54	2	20	15	2	0	1	1	5	2	34	4	1	12	7	3	213692
2	6	3	8	18	2	1	2	6	27	15	7	12	5	3	0	49200
8	1	0	19	14	4	27	2	2	8	8	6	8	8	11	0	22957
14	15	16	2	2	12	7	1	13	3	20	1	11	0	9	8	22078
1	0	1	15	1	0	8	1	3	7	0	4	10	17	22	3	4975
0	0	4	0	0	41	3	7	8	0	2	22	10	9	5	0	197762
2	4	1	6	0	1	4	0	0	17	1	18	5	25	3	6	9193
1	2	0	35	4	2	6	18	0	1	5	2	0	2	32	4	9357
137	49	6	7	24	14	19	2	9	2	8	6	3	2	2	2	6011
10	6	12	13	8	2	12	31	4	1	22	1	0	0	10	5	17692
2	30	8	2	3	4	0	1	3	1	9	21	4	1	3	24	6823
8	9	50	3	0	5	19	7	23	5	1	0	10	2	1	11	4756
95	7	19	4	0	7	14	1	5	9	3	19	6	10	0	5	16842
0	21	2	21	17	6	19	2	0	10	0	3	7	18	1	8	40568
0	35	4	14	7	18	21	5	6	0	27	5	4	1	1	4	7511
5	0	3	12	1	80	0	3	1	7	2	7	3	5	1	9	17308
13	2	2	28	26	18	29	0	2	0	19	3	1	8	4	0	7339
22	1	20	8	29	1	2	16	13	8	3	2	5	3	2	14	10410
0	3	17	2	23	23	6	1	12	5	1	18	2	12	3	2	14854
6	0	24	0	12	10	7	4	2	1	5	21	0	0	22	5	13539
25	16	8	35	31	9	8	0	11	0	8	10	2	7	5	2	10263
33	0	11	21	11	21	9	4	31	0	0	3	3	14	0	3	4168
3	1	8	11	1	23	10	0	1	31	5	1	14	1	4	6	8534
6	19	23	23	3	1	1	10	0	5	4	2	4	1	17	17	6964
0	39	8	2	28	0	19	21	4	14	5	0	0	7	0	9	10320
